PriceCategory,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,PricePerUnit,FloorPlan,Area,UnitPrice,LandShape,Frontage,TotalFloorArea,BuildingYear,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Remarks
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,紫竹上緑町,16000000,,３ＬＤＫ,65,,,,,1988年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,2013年第4四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫竹牛若町,14000000,,,55,,ほぼ長方形,4,75,1988年,木造,住宅,,南,私道,2.5,第１種住居地域,60,200,2013年第4四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,小山堀池町,16000000,,２ＤＫ,45,,,,,1986年,ＲＣ,住宅,,,,,第２種住居地域,50,300,2013年第4四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,小山堀池町,39000000,,,180,,不整形,,135,1984年,木造,住宅,,南,私道,3,第１種低層住居専用地域,60,100,2013年第4四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,小山堀池町,32000000,1100000,,95,320000,ほぼ台形,8.5,, ,,,,南,私道,4.3,第１種低層住居専用地域,60,100,2013年第4四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,小山西大野町,5800000,,１Ｋ,15,,,,,1988年,ＲＣ,住宅,,,,,近隣商業地域,80,300,2013年第4四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,小山西大野町,38000000,,,110,,長方形,5.5,120, ,木造,住宅,,北,市道,6,第１種低層住居専用地域,60,100,2013年第4四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,小山西大野町,34000000,,,95,,長方形,5.7,90, ,木造,住宅,,北,市道,6,第１種低層住居専用地域,60,100,2013年第4四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,小松原南町,33000000,,,120,,ほぼ長方形,8.2,110,1972年,木造,住宅,,南,市道,2.8,第１種低層住居専用地域,50,80,2013年第4四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,衣笠西開キ町,86000000,650000,,440,200000,ほぼ長方形,17.3,, ,,,,南,市道,6,第１種低層住居専用地域,50,80,2013年第4四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,衣笠北高橋町,37000000,,,80,,長方形,6,85,2013年,木造,住宅,,南,私道,3,第２種中高層住居専用地域,60,200,2013年第4四半期,,
