PriceCategory,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,PricePerUnit,FloorPlan,Area,UnitPrice,LandShape,Frontage,TotalFloorArea,BuildingYear,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Remarks
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫竹東桃ノ本町,18000000,,,95,,不整形,1.8,, ,木造,住宅,,北,市道,5.5,第１種低層住居専用地域,60,100,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫竹下緑町,20000000,,,60,,ほぼ台形,4.7,100,1996年,木造,住宅,,西,市道,5.7,第１種住居地域,,,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,衣笠氷室町,28000000,,,115,,不整形,10,90,2000年,木造,住宅,,南西,市道,4,第１種低層住居専用地域,50,80,2014年第1四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,衣笠馬場町,270000000,660000,,1300,200000,ほぼ長方形,9999.9,, ,,,,南,市道,7.1,第１種低層住居専用地域,50,80,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,上賀茂東後藤町,30000000,,,140,,長方形,7.8,80,2014年,木造,住宅,,南西,市道,6,第１種低層住居専用地域,40,60,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,出雲路立テ本町,36000000,,,320,,不整形,8.3,90,1973年,木造,住宅,,北東,市道,3.1,第１種低層住居専用地域,60,100,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),商業地,26101,京都府,京都市北区,紫野宮西町,160000000,,,240,,台形,10.4,650,2000年,鉄骨造,事務所,,東,府道,17.5,近隣商業地域,80,300,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫野門前町,36000000,,,75,,不整形,2.7,95,2014年,木造,住宅,,南,私道,4,第１種住居地域,60,200,2014年第1四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,紫野北舟岡町,15000000,,３ＬＤＫ,60,,,,,1996年,ＲＣ,住宅,,,,,近隣商業地域,80,300,2014年第1四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫野上門前町,30000000,,,75,,長方形,5.8,85,2004年,木造,住宅,,北,市道,3.2,第１種住居地域,60,200,2014年第1四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,西賀茂氷室町,500000,6900,,240,2100,不整形,29.4,, ,,,,東,道路,2.8,市街化調整区域,60,100,2014年第1四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,西賀茂鹿ノ下町,32000000,650000,,160,200000,ほぼ長方形,7.5,, ,,,,東,市道,6,第１種低層住居専用地域,50,80,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,等持院西町,37000000,,,140,,ほぼ長方形,14.7,85,2001年,木造,住宅,,西,私道,3.7,第１種低層住居専用地域,50,80,2014年第1四半期,,私道を含む取引
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大将軍西町,46000000,,,85,,ほぼ長方形,6,100,2014年,木造,住宅,,西,市道,6,第１種中高層住居専用地域,60,200,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫竹西野山町,20000000,,,100,,ほぼ長方形,5.4,105,1980年,木造,住宅,,東,市道,3.8,第１種低層住居専用地域,60,100,2014年第1四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,小山西玄以町,50000000,950000,,175,290000,ほぼ長方形,8.3,, ,,,,南,市道,5.8,第１種低層住居専用地域,60,100,2014年第1四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,小山下初音町,50000000,1200000,,130,380000,長方形,5.5,, ,,,,南,市道,5.9,第１種低層住居専用地域,60,100,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,小山上初音町,32000000,,,60,,長方形,4.3,105,2005年,木造,住宅,,西,市道,11,近隣商業地域,80,200,2014年第1四半期,,調停・競売等
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,北野下白梅町,24000000,,３ＬＤＫ,65,,,,,1998年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,2014年第1四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,上賀茂朝露ケ原町,7000000,,,140,,不整形,,45,1957年,木造,住宅,,西,府道,9.6,第１種住居地域,60,200,2014年第1四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,上賀茂朝露ケ原町,11000000,,２ＬＤＫ,55,,,,,1987年,ＲＣ,住宅,,,,,第１種住居地域,60,200,2014年第1四半期,未改装,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,上賀茂朝露ケ原町,27000000,,２ＬＤＫ,105,,,,,1989年,ＲＣ,住宅,,,,,第１種住居地域,60,200,2014年第1四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大宮南山ノ前町,33000000,,,75,,ほぼ長方形,3.9,80,2014年,木造,住宅,住宅,北,私道,6,第１種中高層住居専用地域,60,200,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大宮西野山町,6800000,,,60,,長方形,6.5,125, ,木造,住宅,,南東,村道,4.5,第１種低層住居専用地域,60,100,2014年第1四半期,,調停・競売等、私道を含む取引
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大北山原谷乾町,9700000,,,40,,ほぼ長方形,2.7,80,1997年,木造,住宅,,北,道路,6,準工業地域,60,200,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大宮西総門口町,6800000,,,50,,ほぼ長方形,8.4,40,1972年,木造,住宅,住宅,西,市道,6,第１種低層住居専用地域,50,80,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大宮南山ノ前町,34000000,,,75,,ほぼ長方形,7.9,85,2014年,木造,住宅,住宅,北,私道,6,第１種中高層住居専用地域,60,200,2014年第2四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,上賀茂朝露ケ原町,16000000,,２ＬＤＫ,55,,,,,1987年,ＲＣ,住宅,住宅,,,,第１種住居地域,60,200,2014年第2四半期,改装済み,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,北野下白梅町,23000000,,３ＬＤＫ,60,,,,,1998年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,200,2014年第2四半期,未改装,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,衣笠西尊上院町,64000000,810000,,260,250000,ほぼ長方形,12.4,, ,,,住宅,西,市道,6,第１種低層住居専用地域,50,80,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,小山東元町,42000000,,,145,,長方形,10.8,, ,,,住宅,北,私道,2.9,第２種住居地域,60,300,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫竹高縄町,10000000,,,45,,長方形,4.2,50,1971年,木造,,,西,私道,3,第１種住居地域,60,200,2014年第2四半期,,私道を含む取引
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,紫竹高縄町,6300000,450000,,45,130000,長方形,4.2,, ,,,,西,私道,3,第１種住居地域,60,200,2014年第2四半期,,私道を含む取引
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫竹高縄町,29000000,,,100,,長方形,5.5,110, ,木造,住宅,住宅,北,市道,7.1,第１種低層住居専用地域,60,100,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫竹東大門町,21000000,,,85,,ほぼ長方形,6,185,1986年,木造,住宅,住宅,南,市道,5.7,第１種中高層住居専用地域,60,200,2014年第2四半期,,
不動産取引価格情報,宅地(土地),住宅地,26101,京都府,京都市北区,大将軍西町,40000000,1100000,,115,340000,ほぼ長方形,5.6,, ,,,住宅,西,市道,6,第１種中高層住居専用地域,60,200,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫野郷ノ上町,17000000,,,90,,長方形,,190, ,木造,住宅、店舗,住宅,南西,市道,,第１種住居地域,60,200,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫野北舟岡町,21000000,,,65,,長方形,4.8,65,2002年,木造,住宅,住宅,東,私道,4,第１種住居地域,60,200,2014年第2四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,紫野北舟岡町,25000000,,３ＬＤＫ,60,,,,,1996年,ＲＣ,住宅,住宅,,,,商業地域,80,400,2014年第2四半期,改装済み,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫野西御所田町,38000000,,,105,,長方形,5.7,90, ,木造,,住宅,北,市道,6.7,第１種低層住居専用地域,60,100,2014年第2四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,紫野門前町,27000000,,３ＬＤＫ,60,,,,,2000年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,200,2014年第2四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,紫野門前町,36000000,,,80,,長方形,5,70, ,木造,,住宅,東,市道,,第１種住居地域,60,200,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大宮西小野堀町,59000000,,,330,,長方形,10.5,210,1983年,木造,住宅,住宅,北,市道,6,第１種中高層住居専用地域,60,200,2014年第2四半期,,
不動産取引価格情報,中古マンション等,,26101,京都府,京都市北区,大宮開町,14000000,,２ＬＤＫ,55,,,,,1978年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,2014年第2四半期,改装済み,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,大宮開町,22000000,,,115,,長方形,5.6,115, ,木造,住宅,住宅,北,市道,9.8,第１種中高層住居専用地域,60,200,2014年第2四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26101,京都府,京都市北区,上賀茂池端町,34000000,,,80,,ほぼ長方形,6,90,1998年,木造,住宅,住宅,南,市道,6.1,第１種低層住居専用地域,50,80,2014年第2四半期,,
