PriceCategory,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,PricePerUnit,FloorPlan,Area,UnitPrice,LandShape,Frontage,TotalFloorArea,BuildingYear,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Remarks
不動産取引価格情報,中古マンション等,,26102,京都府,京都市上京区,小川学区,25000000,,３ＬＤＫ,60,,,,,1995年,ＲＣ,住宅,,,,,準工業地域,60,200,2006年第1四半期,未改装,調停・競売等
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,小川学区,49000000,,,125,,ほぼ長方形,8.3,150,2000年,木造,住宅,,東,私道,4,準工業地域,60,200,2006年第1四半期,,私道を含む取引
不動産取引価格情報,中古マンション等,,26102,京都府,京都市上京区,小川学区,17000000,,３ＬＤＫ,60,,,,,1988年,ＳＲＣ,住宅,,,,,商業地域,80,600,2006年第1四半期,未改装,
不動産取引価格情報,宅地(土地),住宅地,26102,京都府,京都市上京区,小川学区,30000000,1200000,,80,370000,長方形,12.4,, ,,,,西,市道,6.1,準工業地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,西陣学区,12000000,,,80,,長方形,5.4,65, ,木造,住宅、工場,,北,私道,1.6,準工業地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地),商業地,26102,京都府,京都市上京区,桃薗学区,220000000,3700000,,195,1100000,ほぼ長方形,22.2,, ,,,,東,府道,30,商業地域,80,600,2006年第1四半期,,
不動産取引価格情報,中古マンション等,,26102,京都府,京都市上京区,桃薗学区,14000000,,１ＬＤＫ,40,,,,,1986年,ＳＲＣ,住宅,,,,,商業地域,80,600,2006年第1四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,桃薗学区,13000000,,,100,,ほぼ長方形,5.1,80, ,木造,店舗,,西,市道,4.3,準工業地域,60,200,2006年第1四半期,,関係者間取引
不動産取引価格情報,宅地(土地),住宅地,26102,京都府,京都市上京区,桃薗学区,11000000,1300000,,30,390000,長方形,3.1,, ,,,,北,私道,5.2,準工業地域,60,200,2006年第1四半期,,隣地の購入
不動産取引価格情報,宅地(土地),住宅地,26102,京都府,京都市上京区,桃薗学区,20000000,640000,,105,190000,不整形,2,, ,,,,西,市道,5.4,準工業地域,60,200,2006年第1四半期,,隣地の購入
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,桃薗学区,180000000,,,550,,ほぼ長方形,17,490, ,木造,倉庫、店舗,,南,市道,6,準工業地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,室町学区,56000000,,,105,,ほぼ長方形,5,105,2006年,木造,住宅,,西,市道,4.3,第１種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,室町学区,110000000,,,250,,長方形,7.7,800,1973年,ＲＣ,住宅、共同住宅、事務所、倉庫,,東,市道,6,第２種住居地域,60,200,2006年第1四半期,,隣地の購入
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,室町学区,18000000,,,80,,ほぼ長方形,4,50, ,木造,住宅,,北,市道,4.6,第１種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,室町学区,47000000,,,90,,ほぼ長方形,5.8,95,2006年,木造,住宅,,西,市道,5.7,第１種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,仁和学区,34000000,,,60,,ほぼ長方形,4.5,110,2006年,木造,住宅,,西,市道,6.3,準工業地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,仁和学区,12000000,,,75,,ほぼ長方形,14.3,55, ,木造,住宅、店舗,,南,市道,11,準工業地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,仁和学区,12000000,,,40,,ほぼ長方形,4,65,1995年,木造,住宅,,北,私道,2.5,第１種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地),住宅地,26102,京都府,京都市上京区,仁和学区,140000000,880000,,510,270000,ほぼ長方形,15.5,, ,,,,西,市道,4.8,第１種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,仁和学区,33000000,,,55,,ほぼ長方形,4.6,110,2005年,木造,住宅,,西,市道,6.3,準工業地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,仁和学区,34000000,,,70,,ほぼ長方形,5.1,110,2006年,木造,住宅,,東,市道,6.3,準工業地域,60,200,2006年第1四半期,,
不動産取引価格情報,中古マンション等,,26102,京都府,京都市上京区,中立学区,35000000,,４ＬＤＫ,85,,,,,1995年,ＲＣ,住宅,,,,,第２種住居地域,60,200,2006年第1四半期,改装済み,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,中立学区,140000000,,,350,,ほぼ長方形,12.4,110, ,木造,住宅,,東,市道,11,第２種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,中立学区,37000000,,,60,,長方形,4.7,110,1990年,木造,事務所、倉庫,,東,市道,11,第２種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,中古マンション等,,26102,京都府,京都市上京区,中立学区,21000000,,３ＬＤＫ,70,,,,,1987年,ＳＲＣ,住宅,,,,,商業地域,80,600,2006年第1四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26102,京都府,京都市上京区,中立学区,77000000,,,145,,不整形,8.5,100,1982年,木造,住宅、店舗,,南,市道,7.2,第２種住居地域,60,200,2006年第1四半期,,
不動産取引価格情報,宅地(土地),住宅地,26102,京都府,京都市上京区,正親学区,16000000,550000,,95,170000,ほぼ長方形,8.2,, ,,,,西,私道,2.8,商業地域,80,400,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),商業地,26102,京都府,京都市上京区,正親学区,41000000,,,95,,ほぼ長方形,5,330,1979年,鉄骨造,住宅、店舗,,東,市道,18,商業地域,80,600,2006年第1四半期,,調停・競売等
不動産取引価格情報,宅地(土地と建物),商業地,26102,京都府,京都市上京区,乾隆学区,10000000,,,50,,不整形,4.4,95,1981年,木造,住宅,,西,府道,22.5,商業地域,80,400,2006年第1四半期,,
不動産取引価格情報,宅地(土地と建物),商業地,26102,京都府,京都市上京区,乾隆学区,19000000,,,30,,ほぼ長方形,6.7,70,1988年,鉄骨造,住宅、店舗,,南西,府道,22,商業地域,80,400,2006年第1四半期,,
不動産取引価格情報,宅地(土地),商業地,26102,京都府,京都市上京区,滋野学区,170000000,2400000,,230,720000,ほぼ長方形,7.8,, ,,,,東,市道,6.4,商業地域,80,500,2006年第1四半期,,
不動産取引価格情報,中古マンション等,,26102,京都府,京都市上京区,滋野学区,30000000,,３ＬＤＫ,90,,,,,1989年,ＲＣ,住宅,,,,,第２種住居地域,60,200,2006年第1四半期,未改装,
