PriceCategory,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,PricePerUnit,FloorPlan,Area,UnitPrice,LandShape,Frontage,TotalFloorArea,BuildingYear,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Remarks
不動産取引価格情報,中古マンション等,,26106,京都府,京都市下京区,修徳学区,45000000,,３ＬＤＫ,70,,,,,2007年,ＲＣ,住宅,,,,,商業地域,80,700,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),商業地,26106,京都府,京都市下京区,修徳学区,54000000,,,90,,ほぼ長方形,5.5,210,1985年,鉄骨造,住宅,,北,市道,4,商業地域,80,400,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),商業地,26106,京都府,京都市下京区,成徳学区,120000000,,,200,,長方形,5,270, ,木造,住宅,その他,東,市道,6.8,商業地域,80,400,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26106,京都府,京都市下京区,七条御所ノ内中町,23000000,,,70,,ほぼ長方形,4.2,75,2011年,木造,住宅,その他,南,私道,2,準工業地域,60,200,2014年第1四半期,,私道を含む取引
不動産取引価格情報,宅地(土地と建物),住宅地,26106,京都府,京都市下京区,中堂寺庄ノ内町,48000000,,,90,,ほぼ長方形,5.5,95,2014年,木造,住宅,住宅,南,市道,6,準工業地域,60,200,2014年第1四半期,,
不動産取引価格情報,中古マンション等,,26106,京都府,京都市下京区,中堂寺坊城町,12000000,,１ＬＤＫ,40,,,,,1992年,ＳＲＣ、ＲＣ,住宅,,,,,商業地域,80,400,2014年第1四半期,未改装,
不動産取引価格情報,中古マンション等,,26106,京都府,京都市下京区,中堂寺坊城町,18000000,,２ＬＤＫ,55,,,,,1992年,ＳＲＣ、ＲＣ,住宅,,,,,商業地域,80,400,2014年第1四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26106,京都府,京都市下京区,中堂寺庄ノ内町,12000000,,,45,,長方形,4.2,60, ,木造,住宅,,北,市道,6.4,準工業地域,60,200,2014年第1四半期,,
不動産取引価格情報,中古マンション等,,26106,京都府,京都市下京区,中堂寺壬生川町,11000000,,３ＬＤＫ,60,,,,,1975年,ＳＲＣ,住宅,,,,,準工業地域,60,200,2014年第1四半期,未改装,
不動産取引価格情報,宅地(土地),商業地,26106,京都府,京都市下京区,中堂寺南町,15000000,970000,,50,290000,長方形,4.3,, ,,,,西,市道,6,商業地域,80,600,2014年第1四半期,,
不動産取引価格情報,中古マンション等,,26106,京都府,京都市下京区,永松学区,8000000,,１Ｋ,25,,,,,2001年,ＳＲＣ,住宅,,,,,商業地域,80,700,2014年第1四半期,未改装,
不動産取引価格情報,宅地(土地),住宅地,26106,京都府,京都市下京区,西七条北月読町,17000000,720000,,75,220000,ほぼ長方形,5.8,, ,,,住宅,東,道路,4.5,準工業地域,60,200,2014年第1四半期,,私道を含む取引
不動産取引価格情報,中古マンション等,,26106,京都府,京都市下京区,西七条比輪田町,27000000,,３ＬＤＫ,80,,,,,2004年,ＲＣ,住宅,,,,,商業地域,80,600,2014年第1四半期,未改装,
不動産取引価格情報,宅地(土地と建物),商業地,26106,京都府,京都市下京区,尚徳学区,250000000,,,220,,不整形,10.5,640,2014年,ＲＣ,共同住宅,,南,市道,3.5,商業地域,80,1000,2014年第1四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26106,京都府,京都市下京区,尚徳学区,42000000,,,65,,ほぼ長方形,4.6,185,1989年,鉄骨造,事務所、駐車場,,南,市道,4,商業地域,80,700,2014年第1四半期,,
