PriceCategory,Type,Region,MunicipalityCode,Prefecture,Municipality,DistrictName,TradePrice,PricePerUnit,FloorPlan,Area,UnitPrice,LandShape,Frontage,TotalFloorArea,BuildingYear,Structure,Use,Purpose,Direction,Classification,Breadth,CityPlanning,CoverageRatio,FloorAreaRatio,Period,Renovation,Remarks
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,小野御所ノ内町,7000000,,,65,,ほぼ台形,4,40, ,木造,住宅,,北,市道,6,第１種低層住居専用地域,50,80,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,小野鐘付田町,27000000,,,65,,長方形,6,95,2005年,木造,住宅,,北東,区画街路,6,近隣商業地域,80,300,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,勧修寺東堂田町,17000000,,,55,,ほぼ長方形,6.5,100,1996年,木造,住宅,,東,市道,8,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),商業地,26110,京都府,京都市山科区,勧修寺御所内町,21000000,470000,,145,140000,不整形,27,, ,,,,西,市道,15,第２種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,大宅神納町,100000000,,,530,,ほぼ長方形,18,630,1989年,ＲＣ,住宅、共同住宅,,東,府道,15,第２種住居地域,60,200,2005年第3四半期,,
不動産取引価格情報,中古マンション等,,26110,京都府,京都市山科区,四ノ宮岩久保町,9000000,,３ＬＤＫ,60,,,,,1986年,ＲＣ,住宅,,,,,第１種住居地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,四ノ宮行者谷,4000000,,,45,,ほぼ長方形,4,45,1977年,木造,住宅,,北,私道,5,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,四ノ宮小金塚,20000000,,,165,,長方形,8.8,115,1993年,木造,住宅,,北,私道,5,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),商業地,26110,京都府,京都市山科区,音羽前田町,8000000,,,60,,ほぼ長方形,4,85,1984年,木造,住宅、店舗,,南東,市道,6,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,小山中ノ川町,5000000,,,40,,長方形,4.5,45,1975年,木造,住宅,,西,市道,6,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,中古マンション等,,26110,京都府,京都市山科区,大塚檀ノ浦,7900000,,３ＬＤＫ,65,,,,,1993年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,西野山桜ノ馬場町,260000,31000,,25,9400,ほぼ長方形,24,, ,,,,東,市道,6.4,第１種低層住居専用地域,40,60,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,勧修寺西金ケ崎,17000000,,,105,,ほぼ長方形,7,125,1977年,ＲＣ、木造,住宅,,北西,市道,6,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,東野舞台町,25000000,,,90,,ほぼ長方形,7,170,1988年,鉄骨造,住宅,,西,市道,,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,中古マンション等,,26110,京都府,京都市山科区,大塚檀ノ浦,7500000,,３ＬＤＫ,65,,,,,1997年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,東野舞台町,4400000,360000,,40,110000,長方形,4.8,, ,,,,南,私道,,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),商業地,26110,京都府,京都市山科区,大宅烏田町,5500000,,,35,,長方形,2.9,45,1978年,,住宅,,西,市道,7,第２種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,東野舞台町,21000000,510000,,130,160000,ほぼ整形,16.5,, ,,,,西,私道,4,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,東野南井ノ上町,2000000,220000,,30,65000,長方形,1.8,, ,,,,西,私道,6,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,大宅御所田町,41000000,290000,,460,89000,不整形,10,, ,,,,西,市道,4.9,第１種中高層住居専用地域,60,200,2005年第3四半期,,私道を含む取引
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,大宅中小路町,28000000,270000,,350,82000,ほぼ整形,13.2,, ,,,,北,市道,4,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,椥辻草海道町,13000000,,,65,,長方形,5.5,65,1975年,木造,住宅,,南,市道,6,第２種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,椥辻西浦町,11000000,,,50,,長方形,5,45,1970年,木造,住宅,,北,市道,5,第１種住居地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,西野山射庭ノ上町,41000000,,,270,,ほぼ整形,13.2,290,1977年,鉄骨造,住宅、作業場,,東,市道,6,準工業地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,西野山百々町,24000000,,,115,,不整形,8.8,90,2005年,木造,住宅,,西,区画街路,6,第１種低層住居専用地域,50,80,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,東野森野町,9300000,,,50,,不整形,8,55,1984年,木造,住宅,,北東,私道,4,準工業地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,大宅坂ノ辻町,160000000,270000,,1900,82000,不整形,,, ,,,,西,私道,5,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,中古マンション等,,26110,京都府,京都市山科区,椥辻中在家町,6700000,,１ＤＫ,40,,,,,1984年,ＳＲＣ,住宅,,,,,近隣商業地域,80,300,2005年第3四半期,改装済み,
不動産取引価格情報,中古マンション等,,26110,京都府,京都市山科区,大宅坂ノ辻町,13000000,,２ＬＤＫ,55,,,,,1988年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60,200,2005年第3四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,大宅五反畑町,5500000,,,40,,ほぼ長方形,3,45,1979年,木造,住宅,,北,市道,4,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,中古マンション等,,26110,京都府,京都市山科区,椥辻東潰,16000000,,３ＬＤＫ,65,,,,,2000年,ＲＣ,住宅,,,,,商業地域,80,400,2005年第3四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,椥辻平田町,220000000,,,620,,不整形,11,810,1992年,鉄骨造,共同住宅、事務所,,東,市道,6.2,第２種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,川田御出町,18000000,,,70,,ほぼ長方形,7,110,1991年,鉄骨造,共同住宅,,南,市道,4.4,準工業地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,椥辻平田町,16000000,660000,,80,200000,長方形,5,, ,,,,東,市道,5.8,第２種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,西野山中鳥井町,17000000,,,105,,長方形,6,290,1977年,木造,,,西,市道,6,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地),住宅地,26110,京都府,京都市山科区,大宅五反畑町,49000000,290000,,560,89000,長方形,23,, ,,,,北,市道,5.8,第１種中高層住居専用地域,60,200,2005年第3四半期,,私道を含む取引
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,勧修寺東栗栖野町,27000000,,,90,,長方形,10.4,95,2004年,木造,住宅,,東,市道,15,第２種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,東野南井ノ上町,5200000,,,65,,長方形,4.3,45,1968年,木造,住宅,,西,私道,5,第１種中高層住居専用地域,60,200,2005年第3四半期,,私道を含む取引
不動産取引価格情報,中古マンション等,,26110,京都府,京都市山科区,東野門口町,7800000,,３ＬＤＫ,60,,,,, ,ＲＣ,住宅,,,,,商業地域,80,600,2005年第3四半期,未改装,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,東野狐藪町,9000000,,,50,,長方形,4,90,1992年,木造,住宅,,東,私道,5,準工業地域,60,200,2005年第3四半期,,私道を含む取引
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,西野山百々町,26000000,,,470,,不整形,18.3,95,1973年,木造,住宅,,南,市道,4,第１種低層住居専用地域,40,60,2005年第3四半期,,調停・競売等、私道を含む取引
不動産取引価格情報,宅地(土地),商業地,26110,京都府,京都市山科区,上花山久保町,17000000,470000,,120,140000,不整形,15.7,, ,,,,南,国道,23,近隣商業地域,80,300,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,音羽森廻り町,23000000,,,50,,長方形,4.5,75,2005年,木造,住宅,,東,私道,4,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,大塚高岩,5500000,,,40,,ほぼ長方形,3,50,1983年,木造,住宅,,西,市道,7.2,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,川田南畑町,9800000,,,50,,不整形,10.3,95,1984年,ＲＣ、木造,住宅,,西,市道,6,第１種中高層住居専用地域,60,200,2005年第3四半期,,
不動産取引価格情報,宅地(土地と建物),住宅地,26110,京都府,京都市山科区,大塚元屋敷町,5800000,,,40,,長方形,3.8,50,1982年,木造,住宅,,南,私道,4.5,第１種中高層住居専用地域,60,200,2005年第3四半期,,
